token,freq,n_folios,length,first_char,last_char,in_label_pct,in_paragraph_pct,A_pct,B_pct,dominant_section,dominant_section_pct,is_hapax,specificity,cluster,top_anchors,category
ch@152;al,6,6,9,c,l,0.0,0.8333333333333334,0.0,1.0,herbal,0.6666666666666666,False,0.6666666666666666,26,"n_concentric_rings(npmi=+0.09, n=1) | n_paragraphs(npmi=+0.08, n=1) | n_decorative_motifs(npmi=+0.07, n=1)",[body] recipes/herbal | has_central_star+has_moon_face
chokor,6,5,6,c,r,0.0,1.0,0.5,0.46153846153846156,herbal,0.6666666666666666,False,0.6666666666666666,2,"n_paragraphs(npmi=+0.27, n=2) | n_decorative_motifs(npmi=+0.26, n=2) | n_stars(npmi=+0.23, n=2)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
qoko,6,6,4,q,o,0.0,1.0,0.3333333333333333,0.6315789473684211,herbal,0.5,False,0.5,3,"n_rows(npmi=+0.29, n=1) | n_plant_fragments(npmi=+0.16, n=1) | n_paragraphs(npmi=+0.08, n=1)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
rchey,6,5,5,r,y,0.0,1.0,0.16666666666666666,0.8108108108108107,biological,0.8333333333333334,False,0.8333333333333334,22,"n_pools(npmi=+0.59, n=4) | n_nymphs(npmi=+0.56, n=4) | has_water(npmi=+0.55, n=4)",[body] recipes/biological | has_central_star+has_T_O_diagram
chcthey,6,6,7,c,y,0.0,0.8333333333333334,0.3333333333333333,0.6315789473684211,recipes,0.5,False,0.5,3,"n_paragraphs(npmi=+0.35, n=3) | n_decorative_motifs(npmi=+0.34, n=3) | n_stars(npmi=+0.30, n=3)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
chekey,6,6,6,c,y,0.0,0.8333333333333334,0.0,0.8333333333333334,herbal,0.5,False,0.5,3,"has_marginal_annotation(npmi=+0.47, n=1) | n_rays_or_petals(npmi=+0.41, n=1) | n_concentric_rings(npmi=+0.09, n=1)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
ykedy,6,6,5,y,y,0.0,1.0,0.0,1.0,herbal,0.5,False,0.5,19,"n_pipes(npmi=+0.17, n=1) | n_pools(npmi=+0.15, n=1) | n_nymphs(npmi=+0.13, n=1)",[body] recipes/biological | has_moon_face+has_central_object
alaiin,6,6,6,a,n,0.0,0.6666666666666666,0.0,0.6666666666666666,herbal,0.3333333333333333,False,0.3333333333333333,26,"n_rays_or_petals(npmi=+0.41, n=1) | n_concentric_rings(npmi=+0.25, n=2) | n_paragraphs(npmi=+0.23, n=2)",[body] recipes/herbal | has_central_star+has_moon_face
chetey,6,6,6,c,y,0.0,0.6666666666666666,0.0,0.6666666666666666,biological,0.3333333333333333,False,0.3333333333333333,21,"n_petals(npmi=+0.67, n=1) | has_human_figure(npmi=+0.30, n=3) | n_pipes(npmi=+0.34, n=2)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
ykchdy,6,6,6,y,y,0.3333333333333333,0.6666666666666666,0.5,0.3076923076923077,herbal,0.3333333333333333,False,0.3333333333333333,28,"fragments_are_whole_plants(npmi=+0.54, n=1) | n_containers(npmi=+0.37, n=2) | has_container(npmi=+0.34, n=2)",[body] herbal/recipes | has_moon_face+n_petals
chcthedy,6,6,8,c,y,0.0,1.0,0.0,1.0,biological,0.3333333333333333,False,0.3333333333333333,21,"n_pools(npmi=+0.31, n=2) | n_nymphs(npmi=+0.29, n=2) | has_water(npmi=+0.28, n=2)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
chckh@152;y,6,6,11,c,y,0.0,1.0,0.0,1.0,herbal,0.5,False,0.5,3,"n_pipes(npmi=+0.34, n=2) | n_pools(npmi=+0.31, n=2) | n_nymphs(npmi=+0.29, n=2)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
@221;,6,6,5,@,;,0.0,0.8333333333333334,0.5,0.3076923076923077,herbal,0.5,False,0.5,26,"n_pipes(npmi=+0.17, n=1) | n_labels(npmi=+0.11, n=2) | n_plant_fragments(npmi=+0.16, n=1)",[body] recipes/herbal | has_central_star+has_moon_face
olchdy,6,6,6,o,y,0.0,0.8333333333333334,0.0,1.0,herbal,0.3333333333333333,False,0.3333333333333333,10,"n_paragraphs(npmi=+0.23, n=2) | n_decorative_motifs(npmi=+0.23, n=2) | n_stars(npmi=+0.19, n=2)",[body] herbal/recipes | has_central_object+spiral_turns
choldy,6,6,6,c,y,0.0,0.8333333333333334,0.6666666666666666,0.15,herbal,0.6666666666666666,False,0.6666666666666666,28,"has_central_object(npmi=+0.67, n=1) | n_human_figures(npmi=+0.21, n=1) | n_concentric_rings(npmi=+0.09, n=1)",[body] herbal/recipes | has_moon_face+n_petals
ykchey,6,5,6,y,y,0.0,1.0,0.3333333333333333,0.31578947368421056,astronomical,0.3333333333333333,False,0.3333333333333333,29,"n_containers(npmi=+0.23, n=1) | n_labels(npmi=+0.15, n=2) | has_container(npmi=+0.20, n=1)",[body] herbal/recipes | has_central_object+has_T_O_diagram
lsheey,6,5,6,l,y,0.0,1.0,0.0,1.0,biological,0.6666666666666666,False,0.6666666666666666,1,"n_pipes(npmi=+0.51, n=3) | n_pools(npmi=+0.48, n=3) | n_nymphs(npmi=+0.45, n=3)",[body] recipes/biological | has_central_star+n_paragraphs
tcheol,6,5,6,t,l,0.0,1.0,0.3333333333333333,0.6315789473684211,biological,0.3333333333333333,False,0.3333333333333333,22,"n_pools(npmi=+0.35, n=2) | n_nymphs(npmi=+0.33, n=2) | has_water(npmi=+0.32, n=2)",[body] recipes/biological | has_central_star+has_T_O_diagram
shedar,6,6,6,s,r,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666,19,"n_paragraphs(npmi=+0.45, n=4) | n_decorative_motifs(npmi=+0.44, n=4) | n_stars(npmi=+0.39, n=4)",[body] recipes/biological | has_moon_face+has_central_object
chek,6,6,4,c,k,0.16666666666666666,0.5,0.0,0.5,herbal,0.3333333333333333,False,0.3333333333333333,3,"has_spiral(npmi=+0.67, n=1) | has_central_star(npmi=+0.67, n=1) | spiral_turns(npmi=+0.67, n=1)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
oshey,6,6,5,o,y,0.0,0.8333333333333334,0.0,0.8333333333333334,recipes,0.5,False,0.5,3,"n_paragraphs(npmi=+0.35, n=3) | n_decorative_motifs(npmi=+0.34, n=3) | has_sun_face(npmi=+0.54, n=1)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
yaiin,6,6,5,y,n,0.0,1.0,0.3333333333333333,0.6315789473684211,pharmaceutical,0.3333333333333333,False,0.3333333333333333,3,"has_star_motif(npmi=+0.54, n=1) | n_containers(npmi=+0.37, n=2) | n_stars(npmi=+0.30, n=3)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
aim,6,6,3,a,m,0.0,0.8333333333333334,0.16666666666666666,0.6486486486486486,recipes,0.3333333333333333,False,0.3333333333333333,26,"n_rays_or_petals(npmi=+0.41, n=1) | n_paragraphs(npmi=+0.23, n=2) | n_decorative_motifs(npmi=+0.23, n=2)",[body] recipes/herbal | has_central_star+has_moon_face
shekey,6,6,6,s,y,0.0,0.8333333333333334,0.16666666666666666,0.48648648648648646,herbal,0.3333333333333333,False,0.3333333333333333,19,"n_petals(npmi=+0.67, n=1) | has_marginal_annotation(npmi=+0.47, n=1) | n_rays_or_petals(npmi=+0.41, n=1)",[body] recipes/biological | has_moon_face+has_central_object
che@152;al,6,6,10,c,l,0.0,1.0,0.16666666666666666,0.8108108108108107,recipes,0.6666666666666666,False,0.6666666666666666,19,"n_paragraphs(npmi=+0.45, n=4) | n_decorative_motifs(npmi=+0.44, n=4) | n_stars(npmi=+0.39, n=4)",[body] recipes/biological | has_moon_face+has_central_object
okchar,6,6,6,o,r,0.0,1.0,0.6666666666666666,0.3,herbal,0.6666666666666666,False,0.6666666666666666,2,"n_paragraphs(npmi=+0.23, n=2) | n_decorative_motifs(npmi=+0.23, n=2) | n_stars(npmi=+0.19, n=2)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
doly,6,6,4,d,y,0.16666666666666666,0.5,0.5,0.3076923076923077,pharmaceutical,0.3333333333333333,False,0.3333333333333333,28,"has_marginal_annotation(npmi=+0.47, n=1) | n_plant_fragments(npmi=+0.33, n=2) | n_rays_or_petals(npmi=+0.41, n=1)",[body] herbal/recipes | has_moon_face+n_petals
cthdy,6,6,5,c,y,0.0,1.0,0.0,1.0,biological,0.3333333333333333,False,0.3333333333333333,19,"n_pipes(npmi=+0.34, n=2) | has_marginal_annotation(npmi=+0.47, n=1) | n_pools(npmi=+0.31, n=2)",[body] recipes/biological | has_moon_face+has_central_object
fchedy,6,6,6,f,y,0.0,1.0,0.0,1.0,biological,0.3333333333333333,False,0.3333333333333333,19,"n_pools(npmi=+0.31, n=2) | n_nymphs(npmi=+0.29, n=2) | has_water(npmi=+0.28, n=2)",[body] recipes/biological | has_moon_face+has_central_object
los,6,6,3,l,s,0.0,0.8333333333333334,0.16666666666666666,0.8108108108108107,herbal,0.3333333333333333,False,0.3333333333333333,21,"n_pipes(npmi=+0.17, n=1) | n_pools(npmi=+0.15, n=1) | n_nymphs(npmi=+0.13, n=1)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
qotche@152;y,6,6,12,q,y,0.0,0.8333333333333334,0.0,1.0,recipes,0.5,False,0.5,16,"n_paragraphs(npmi=+0.35, n=3) | n_decorative_motifs(npmi=+0.34, n=3) | n_stars(npmi=+0.30, n=3)",[body] biological/recipes | has_T_O_diagram+spiral_turns
ykees,6,6,5,y,s,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,astronomical,0.3333333333333333,False,0.3333333333333333,21,"n_concentric_rings(npmi=+0.47, n=4) | has_radial_symmetry(npmi=+0.44, n=4) | has_circular_structure(npmi=+0.42, n=4)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
tcheody,6,6,7,t,y,0.0,0.8333333333333334,0.5,0.46153846153846156,recipes,0.5,False,0.5,28,"n_paragraphs(npmi=+0.35, n=3) | n_decorative_motifs(npmi=+0.34, n=3) | n_stars(npmi=+0.30, n=3)",[body] herbal/recipes | has_moon_face+n_petals
dalam,6,6,5,d,m,0.16666666666666666,0.6666666666666666,0.0,0.5,cosmological,0.3333333333333333,False,0.3333333333333333,3,"has_sun_face(npmi=+0.54, n=1) | n_rays_or_petals(npmi=+0.41, n=1) | n_paragraphs(npmi=+0.23, n=2)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
ykaly,6,5,5,y,y,0.16666666666666666,0.6666666666666666,0.5,0.15384615384615385,recipes,0.5,False,0.5,26,"has_sun_face(npmi=+0.58, n=1) | n_paragraphs(npmi=+0.27, n=2) | n_decorative_motifs(npmi=+0.26, n=2)",[body] recipes/herbal | has_central_star+has_moon_face
pchdy,6,6,5,p,y,0.0,1.0,0.16666666666666666,0.8108108108108107,recipes,0.6666666666666666,False,0.6666666666666666,19,"n_paragraphs(npmi=+0.45, n=4) | n_decorative_motifs(npmi=+0.44, n=4) | n_stars(npmi=+0.39, n=4)",[body] recipes/biological | has_moon_face+has_central_object
okalal,6,5,6,o,l,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.31578947368421056,recipes,0.6666666666666666,False,0.6666666666666666,21,"n_paragraphs(npmi=+0.39, n=3) | n_decorative_motifs(npmi=+0.38, n=3) | n_human_figures(npmi=+0.43, n=2)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
cheekey,6,6,7,c,y,0.0,0.8333333333333334,0.5,0.3076923076923077,recipes,0.5,False,0.5,3,"n_stars(npmi=+0.39, n=4) | n_paragraphs(npmi=+0.35, n=3) | n_decorative_motifs(npmi=+0.34, n=3)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
@172;,6,2,5,@,;,0.0,0.0,0.0,0.16666666666666666,cosmological,0.8333333333333334,False,0.8333333333333334,6,"has_marginal_annotation(npmi=+0.67, n=1) | n_concentric_rings(npmi=+0.29, n=1) | has_radial_symmetry(npmi=+0.27, n=1)",[body] cosmological/herbal | has_marginal_annotation+fragments_are_whole_plants
qopchol,6,6,7,q,l,0.0,1.0,0.16666666666666666,0.8108108108108107,recipes,0.3333333333333333,False,0.3333333333333333,10,"n_paragraphs(npmi=+0.23, n=2) | n_decorative_motifs(npmi=+0.23, n=2) | n_stars(npmi=+0.19, n=2)",[body] herbal/recipes | has_central_object+spiral_turns
olkeeody,6,6,8,o,y,0.0,0.8333333333333334,0.16666666666666666,0.6486486486486486,recipes,0.5,False,0.5,3,"n_paragraphs(npmi=+0.35, n=3) | n_decorative_motifs(npmi=+0.34, n=3) | n_stars(npmi=+0.30, n=3)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
qodal,6,6,5,q,l,0.0,1.0,0.6666666666666666,0.3,herbal,0.6666666666666666,False,0.6666666666666666,2,"n_paragraphs(npmi=+0.08, n=1) | n_decorative_motifs(npmi=+0.07, n=1) | n_stars(npmi=+0.04, n=1)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
okeoly,6,5,6,o,y,0.5,0.5,0.6666666666666666,0.0,pharmaceutical,0.5,False,0.5,29,"has_container(npmi=+0.51, n=3) | n_labels(npmi=+0.35, n=4) | n_human_figures(npmi=+0.43, n=2)",[body] herbal/recipes | has_central_object+has_T_O_diagram
ch@152;am,6,5,9,c,m,0.0,0.6666666666666666,0.0,1.0,herbal,0.8333333333333334,False,0.8333333333333334,3,"n_paragraphs(npmi=+0.11, n=1) | n_decorative_motifs(npmi=+0.10, n=1) | n_stars(npmi=+0.07, n=1)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
opor,6,6,4,o,r,0.0,0.8333333333333334,0.3333333333333333,0.6315789473684211,recipes,0.3333333333333333,False,0.3333333333333333,26,"n_paragraphs(npmi=+0.23, n=2) | n_decorative_motifs(npmi=+0.23, n=2) | n_stars(npmi=+0.19, n=2)",[body] recipes/herbal | has_central_star+has_moon_face
alar,6,6,4,a,r,0.0,0.5,0.3333333333333333,0.15789473684210528,zodiac,0.5,False,0.5,26,"n_human_figures(npmi=+0.52, n=3) | has_central_star(npmi=+0.67, n=1) | has_central_object(npmi=+0.67, n=1)",[body] recipes/herbal | has_central_star+has_moon_face
okeeedy,6,6,7,o,y,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666,1,"n_paragraphs(npmi=+0.45, n=4) | n_decorative_motifs(npmi=+0.44, n=4) | n_stars(npmi=+0.39, n=4)",[body] recipes/biological | has_central_star+n_paragraphs
okoldy,6,6,6,o,y,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.4736842105263158,biological,0.3333333333333333,False,0.3333333333333333,10,"n_rows(npmi=+0.47, n=2) | n_containers(npmi=+0.37, n=2) | has_container(npmi=+0.34, n=2)",[body] herbal/recipes | has_central_object+spiral_turns
qokeechy,6,6,8,q,y,0.0,0.8333333333333334,0.0,0.8333333333333334,recipes,0.8333333333333334,False,0.8333333333333334,3,"n_stars(npmi=+0.55, n=6) | n_paragraphs(npmi=+0.53, n=5) | n_decorative_motifs(npmi=+0.52, n=5)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
lchal,6,5,5,l,l,0.0,1.0,0.16666666666666666,0.8108108108108107,recipes,0.8333333333333334,False,0.8333333333333334,3,"n_paragraphs(npmi=+0.49, n=4) | n_decorative_motifs(npmi=+0.48, n=4) | n_stars(npmi=+0.44, n=4)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
oto@152;y,6,6,9,o,y,0.0,0.5,0.0,0.6666666666666666,cosmological,0.3333333333333333,False,0.3333333333333333,10,"has_central_object(npmi=+0.67, n=1) | n_concentric_rings(npmi=+0.37, n=3) | has_radial_symmetry(npmi=+0.34, n=3)",[body] herbal/recipes | has_central_object+spiral_turns
ch{cthh}y,6,6,9,c,y,0.16666666666666666,0.6666666666666666,0.0,0.6666666666666666,biological,0.3333333333333333,False,0.3333333333333333,3,"has_human_figure(npmi=+0.30, n=3) | n_pipes(npmi=+0.34, n=2) | n_pools(npmi=+0.31, n=2)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
lal,6,6,3,l,l,0.0,0.8333333333333334,0.0,0.8333333333333334,biological,0.5,False,0.5,21,"n_nymphs(npmi=+0.41, n=3) | has_water(npmi=+0.40, n=3) | has_human_figure(npmi=+0.30, n=3)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
ldar,6,6,4,l,r,0.0,0.8333333333333334,0.0,0.8333333333333334,recipes,0.5,False,0.5,21,"n_paragraphs(npmi=+0.35, n=3) | n_decorative_motifs(npmi=+0.34, n=3) | n_stars(npmi=+0.30, n=3)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
otedar,6,6,6,o,r,0.0,0.6666666666666666,0.0,0.6666666666666666,recipes,0.5,False,0.5,21,"n_paragraphs(npmi=+0.35, n=3) | n_decorative_motifs(npmi=+0.34, n=3) | n_human_figures(npmi=+0.39, n=2)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
qoked@222;,6,6,10,q,;,0.0,1.0,0.0,1.0,biological,0.6666666666666666,False,0.6666666666666666,16,"n_pools(npmi=+0.54, n=4) | n_nymphs(npmi=+0.51, n=4) | has_water(npmi=+0.50, n=4)",[body] biological/recipes | has_T_O_diagram+spiral_turns
loly,6,5,4,l,y,0.0,0.8333333333333334,0.0,1.0,biological,1.0,False,1.0,16,"n_nymphs(npmi=+0.65, n=5) | has_water(npmi=+0.64, n=5) | n_pipes(npmi=+0.62, n=4)",[body] biological/recipes | has_T_O_diagram+spiral_turns
{ch'}eckhy,6,4,10,{,y,0.0,1.0,0.0,1.0,biological,1.0,False,1.0,24,"n_nymphs(npmi=+0.61, n=4) | has_water(npmi=+0.60, n=4) | has_human_figure(npmi=+0.49, n=4)",[body] biological/recipes | n_nymphs+has_water
she@222;,6,4,8,s,;,0.0,1.0,0.0,1.0,biological,1.0,False,1.0,16,"n_nymphs(npmi=+0.61, n=4) | has_water(npmi=+0.60, n=4) | has_human_figure(npmi=+0.49, n=4)",[body] biological/recipes | has_T_O_diagram+spiral_turns
qokear,6,5,6,q,r,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666,16,"n_paragraphs(npmi=+0.39, n=3) | n_decorative_motifs(npmi=+0.38, n=3) | n_stars(npmi=+0.34, n=3)",[body] biological/recipes | has_T_O_diagram+spiral_turns
arar,6,5,4,a,r,0.3333333333333333,0.3333333333333333,0.0,0.5,zodiac,0.5,False,0.5,3,"n_concentric_rings(npmi=+0.41, n=3) | has_radial_symmetry(npmi=+0.38, n=3) | has_circular_structure(npmi=+0.37, n=3)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
por,6,5,3,p,r,0.0,1.0,0.3333333333333333,0.6315789473684211,biological,0.3333333333333333,False,0.3333333333333333,3,"n_pipes(npmi=+0.38, n=2) | n_plant_fragments(npmi=+0.37, n=2) | n_nymphs(npmi=+0.33, n=2)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
sheoky,6,6,6,s,y,0.0,1.0,0.3333333333333333,0.6315789473684211,recipes,0.5,False,0.5,28,"n_paragraphs(npmi=+0.35, n=3) | n_decorative_motifs(npmi=+0.34, n=3) | n_stars(npmi=+0.30, n=3)",[body] herbal/recipes | has_moon_face+n_petals
oteal,6,5,5,o,l,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0,24,"n_paragraphs(npmi=+0.58, n=5) | n_decorative_motifs(npmi=+0.57, n=5) | n_stars(npmi=+0.52, n=5)",[body] biological/recipes | n_nymphs+has_water
qokeod,6,6,6,q,d,0.0,1.0,0.6666666666666666,0.3,herbal,0.3333333333333333,False,0.3333333333333333,29,"has_star_motif(npmi=+0.54, n=1) | n_containers(npmi=+0.37, n=2) | n_stars(npmi=+0.30, n=3)",[body] herbal/recipes | has_central_object+has_T_O_diagram
lcheedy,6,6,7,l,y,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666,0,"n_paragraphs(npmi=+0.45, n=4) | n_decorative_motifs(npmi=+0.44, n=4) | n_stars(npmi=+0.39, n=4)",[body] recipes/pharmaceutical | has_moon_face+n_paragraphs
soraiin,6,5,7,s,n,0.0,1.0,0.5,0.46153846153846156,recipes,0.5,False,0.5,3,"n_paragraphs(npmi=+0.39, n=3) | n_decorative_motifs(npmi=+0.38, n=3) | n_stars(npmi=+0.34, n=3)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
lched,6,5,5,l,d,0.0,1.0,0.0,1.0,biological,0.5,False,0.5,16,"n_paragraphs(npmi=+0.39, n=3) | n_decorative_motifs(npmi=+0.38, n=3) | n_stars(npmi=+0.34, n=3)",[body] biological/recipes | has_T_O_diagram+spiral_turns
yteeody,6,5,7,y,y,0.0,0.6666666666666666,0.16666666666666666,0.8108108108108107,recipes,0.5,False,0.5,21,"n_concentric_rings(npmi=+0.29, n=2) | n_paragraphs(npmi=+0.27, n=2) | n_decorative_motifs(npmi=+0.26, n=2)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
qochey,6,5,6,q,y,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666,3,"n_paragraphs(npmi=+0.39, n=3) | n_decorative_motifs(npmi=+0.38, n=3) | n_stars(npmi=+0.34, n=3)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
tshey,6,6,5,t,y,0.0,1.0,0.0,1.0,biological,0.5,False,0.5,3,"n_pipes(npmi=+0.47, n=3) | n_pools(npmi=+0.44, n=3) | n_nymphs(npmi=+0.41, n=3)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
tshedy,6,5,6,t,y,0.0,1.0,0.0,1.0,biological,0.6666666666666666,False,0.6666666666666666,22,"n_pools(npmi=+0.48, n=3) | n_nymphs(npmi=+0.45, n=3) | has_water(npmi=+0.44, n=3)",[body] recipes/biological | has_central_star+has_T_O_diagram
qoee@152;y,6,6,10,q,y,0.0,1.0,0.0,1.0,biological,0.6666666666666666,False,0.6666666666666666,22,"n_pipes(npmi=+0.57, n=4) | n_pools(npmi=+0.54, n=4) | n_nymphs(npmi=+0.51, n=4)",[body] recipes/biological | has_central_star+has_T_O_diagram
@221;kal,5,5,8,@,l,0.0,0.8,0.2,0.5769230769230769,cosmological,0.4,False,0.4,28,"n_flowers_visible(npmi=+0.45, n=1) | branching_depth(npmi=+0.45, n=1) | n_rays_or_petals(npmi=+0.45, n=1)",[body] herbal/recipes | has_moon_face+n_petals
ochy,5,5,4,o,y,0.0,0.8,0.8,0.0,herbal,0.6,False,0.6,2,"n_flowers_visible(npmi=+0.45, n=1) | branching_depth(npmi=+0.45, n=1) | n_leaves_visible(npmi=+0.41, n=1)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
ch@152;ar,5,5,9,c,r,0.0,0.6,0.0,0.8,herbal,0.4,False,0.4,26,"has_sun_face(npmi=+0.58, n=1) | n_rays(npmi=+0.58, n=1) | n_concentric_rings(npmi=+0.29, n=2)",[body] recipes/herbal | has_central_star+has_moon_face
okan,5,4,4,o,n,0.0,1.0,0.4,0.5555555555555555,text,0.6,False,0.6,26,"n_decorative_motifs(npmi=+0.43, n=3) | has_marginal_annotation(npmi=+0.54, n=1) | n_paragraphs(npmi=+0.32, n=2)",[body] recipes/herbal | has_central_star+has_moon_face
sairy,5,5,5,s,y,0.0,0.8,0.2,0.7692307692307692,recipes,0.8,False,0.8,3,"n_decorative_motifs(npmi=+0.57, n=5) | n_paragraphs(npmi=+0.49, n=4) | n_stars(npmi=+0.44, n=4)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
cphar,5,5,5,c,r,0.0,1.0,0.8,0.1724137931034483,herbal,0.6,False,0.6,2,"has_marginal_annotation(npmi=+0.50, n=1) | n_visual_text_columns(npmi=+0.37, n=1) | n_pipes(npmi=+0.20, n=1)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
ytaly,5,5,5,y,y,0.2,0.6,0.2,0.3846153846153846,herbal,0.4,False,0.4,29,"has_central_object(npmi=+0.70, n=1) | n_human_figures(npmi=+0.43, n=2) | n_concentric_rings(npmi=+0.29, n=2)",[body] herbal/recipes | has_central_object+has_T_O_diagram
ckho,5,5,4,c,o,0.0,0.8,0.8,0.0,herbal,0.6,False,0.6,2,"n_visual_text_columns(npmi=+0.57, n=2) | has_marginal_annotation(npmi=+0.50, n=1) | n_flowers_visible(npmi=+0.45, n=1)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
shan,5,5,4,s,n,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0,2,"n_flowers_visible(npmi=+0.45, n=1) | branching_depth(npmi=+0.45, n=1) | n_leaves_visible(npmi=+0.41, n=1)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
dcho,5,4,4,d,o,0.0,0.4,1.0,0.0,herbal,1.0,False,1.0,2,"n_flowers_visible(npmi=+0.49, n=1) | branching_depth(npmi=+0.49, n=1) | n_leaves_visible(npmi=+0.45, n=1)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
ytoldy,5,4,6,y,y,0.0,1.0,1.0,0.0,herbal,0.8,False,0.8,2,"n_flowers_visible(npmi=+0.49, n=1) | branching_depth(npmi=+0.49, n=1) | n_leaves_visible(npmi=+0.45, n=1)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
kchody,5,5,6,k,y,0.0,1.0,0.6,0.35714285714285715,herbal,0.6,False,0.6,29,"has_marginal_annotation(npmi=+0.50, n=1)",[body] herbal/recipes | has_central_object+has_T_O_diagram
qotshey,5,5,7,q,y,0.0,1.0,0.8,0.1724137931034483,herbal,0.8,False,0.8,28,"branching_depth(npmi=+0.45, n=1) | n_leaves_visible(npmi=+0.41, n=1) | n_visual_text_columns(npmi=+0.37, n=1)",[body] herbal/recipes | has_moon_face+n_petals
cphor,5,5,5,c,r,0.0,1.0,0.8,0.1724137931034483,herbal,0.8,False,0.8,2,"n_flowers_visible(npmi=+0.45, n=1) | branching_depth(npmi=+0.45, n=1) | n_leaves_visible(npmi=+0.41, n=1)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
otcham,5,4,6,o,m,0.0,1.0,0.8,0.1724137931034483,herbal,0.6,False,0.6,2,"n_flowers_visible(npmi=+0.49, n=1) | branching_depth(npmi=+0.49, n=1) | n_leaves_visible(npmi=+0.45, n=1)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
ytody,5,5,5,y,y,0.0,0.8,0.4,0.37037037037037035,herbal,0.6,False,0.6,2,"n_concentric_rings(npmi=+0.12, n=1) | has_radial_symmetry(npmi=+0.10, n=1) | has_circular_structure(npmi=+0.09, n=1)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
shkaiin,5,5,7,s,n,0.0,1.0,0.4,0.5555555555555555,recipes,0.6,False,0.6,28,"n_paragraphs(npmi=+0.39, n=3) | n_decorative_motifs(npmi=+0.38, n=3) | n_stars(npmi=+0.34, n=3)",[body] herbal/recipes | has_moon_face+n_petals
od,5,5,2,o,d,0.0,1.0,0.6,0.35714285714285715,herbal,0.8,False,0.8,29,"n_paragraphs(npmi=+0.11, n=1) | n_decorative_motifs(npmi=+0.10, n=1) | n_stars(npmi=+0.07, n=1)",[body] herbal/recipes | has_central_object+has_T_O_diagram
pchey,5,5,5,p,y,0.0,1.0,0.2,0.7692307692307692,herbal,0.4,False,0.4,28,"n_pipes(npmi=+0.20, n=1) | n_pools(npmi=+0.18, n=1) | n_nymphs(npmi=+0.16, n=1)",[body] herbal/recipes | has_moon_face+n_petals
